sharpe,ann_ret_pct,max_dd_pct,exposure_pct,n_trades,year,approach,strategy,timeframe,ticker,sigma_variant
1.3703,1.35,-0.07,0.13,2,2023,B,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.2952,0.81,-1.47,0.91,4,2024,B,S2_Bollinger,hourly,LSRG,v1_sqrt9
-0.6785,-0.94,-1.57,1.08,3,2025,B,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2022,C,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.718,0.77,-0.65,0.22,2,2023,C,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.507,0.62,-0.07,0.17,2,2024,C,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2025,C,S2_Bollinger,hourly,LSRG,v1_sqrt9
-1.1481,-0.63,-0.58,0.05,1,2022,D,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.6485,0.66,-0.67,0.22,2,2023,D,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.5426,0.96,-0.78,0.96,4,2024,D,S2_Bollinger,hourly,LSRG,v1_sqrt9
-0.9347,-3.37,-4.92,0.82,3,2025,D,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2022,E,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.3703,1.35,-0.07,0.13,2,2023,E,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.507,0.62,-0.07,0.17,2,2024,E,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2025,E,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2022,F,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.6485,0.66,-0.67,0.22,2,2023,F,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.5073,0.39,-0.05,0.17,2,2024,F,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2025,F,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2022,G,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.3589,1.25,-0.07,0.13,2,2023,G,S2_Bollinger,hourly,LSRG,v1_sqrt9
1.5073,0.39,-0.05,0.17,2,2024,G,S2_Bollinger,hourly,LSRG,v1_sqrt9
0.0,0.0,0.0,0.0,0,2025,G,S2_Bollinger,hourly,LSRG,v1_sqrt9
-1.1481,-0.82,-0.75,0.05,1,2022,B,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.3703,1.35,-0.07,0.13,2,2023,B,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.2952,0.81,-1.47,0.91,4,2024,B,S2_Bollinger,hourly,LSRG,v2_sqrtN
-0.6785,-0.94,-1.57,1.08,3,2025,B,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2022,C,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.718,0.77,-0.65,0.22,2,2023,C,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.507,0.62,-0.07,0.17,2,2024,C,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2025,C,S2_Bollinger,hourly,LSRG,v2_sqrtN
-1.1481,-0.63,-0.58,0.05,1,2022,D,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.6485,0.66,-0.67,0.22,2,2023,D,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.5426,0.96,-0.78,0.96,4,2024,D,S2_Bollinger,hourly,LSRG,v2_sqrtN
-0.9347,-3.37,-4.92,0.82,3,2025,D,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2022,E,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.3703,1.35,-0.07,0.13,2,2023,E,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.507,0.62,-0.07,0.17,2,2024,E,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2025,E,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2022,F,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.6485,0.66,-0.67,0.22,2,2023,F,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.5073,0.39,-0.05,0.17,2,2024,F,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2025,F,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2022,G,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.3589,1.25,-0.07,0.13,2,2023,G,S2_Bollinger,hourly,LSRG,v2_sqrtN
1.5073,0.39,-0.05,0.17,2,2024,G,S2_Bollinger,hourly,LSRG,v2_sqrtN
0.0,0.0,0.0,0.0,0,2025,G,S2_Bollinger,hourly,LSRG,v2_sqrtN
-1.1481,-0.82,-0.75,0.05,1,2022,B,S2_Bollinger,hourly,LSRG,v3_div9
1.3703,1.35,-0.07,0.13,2,2023,B,S2_Bollinger,hourly,LSRG,v3_div9
-0.9622,-1.45,-1.57,0.39,4,2024,B,S2_Bollinger,hourly,LSRG,v3_div9
-0.1516,-0.11,-0.76,0.25,3,2025,B,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2022,C,S2_Bollinger,hourly,LSRG,v3_div9
0.718,0.77,-0.65,0.22,2,2023,C,S2_Bollinger,hourly,LSRG,v3_div9
1.507,0.62,-0.07,0.17,2,2024,C,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2025,C,S2_Bollinger,hourly,LSRG,v3_div9
-1.1481,-0.63,-0.58,0.05,1,2022,D,S2_Bollinger,hourly,LSRG,v3_div9
0.6485,0.66,-0.67,0.22,2,2023,D,S2_Bollinger,hourly,LSRG,v3_div9
0.5426,0.96,-0.78,0.96,4,2024,D,S2_Bollinger,hourly,LSRG,v3_div9
-1.1008,-1.29,-1.82,0.82,3,2025,D,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2022,E,S2_Bollinger,hourly,LSRG,v3_div9
1.3703,1.35,-0.07,0.13,2,2023,E,S2_Bollinger,hourly,LSRG,v3_div9
1.507,0.62,-0.07,0.17,2,2024,E,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2025,E,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2022,F,S2_Bollinger,hourly,LSRG,v3_div9
0.6485,0.66,-0.67,0.22,2,2023,F,S2_Bollinger,hourly,LSRG,v3_div9
1.5073,0.39,-0.05,0.17,2,2024,F,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2025,F,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2022,G,S2_Bollinger,hourly,LSRG,v3_div9
1.3589,1.25,-0.07,0.13,2,2023,G,S2_Bollinger,hourly,LSRG,v3_div9
1.5073,0.39,-0.05,0.17,2,2024,G,S2_Bollinger,hourly,LSRG,v3_div9
0.0,0.0,0.0,0.0,0,2025,G,S2_Bollinger,hourly,LSRG,v3_div9
-1.1481,-0.82,-0.75,0.05,1,2022,B,S2_Bollinger,hourly,LSRG,v4_realized
1.3703,1.35,-0.07,0.13,2,2023,B,S2_Bollinger,hourly,LSRG,v4_realized
-0.1989,-0.31,-1.47,0.35,4,2024,B,S2_Bollinger,hourly,LSRG,v4_realized
0.0128,0.01,-0.61,0.22,3,2025,B,S2_Bollinger,hourly,LSRG,v4_realized
0.0,0.0,0.0,0.0,0,2022,C,S2_Bollinger,hourly,LSRG,v4_realized
0.8813,0.56,-0.07,0.04,1,2023,C,S2_Bollinger,hourly,LSRG,v4_realized
0.8495,2.06,-1.12,0.83,3,2024,C,S2_Bollinger,hourly,LSRG,v4_realized
-0.9347,-1.12,-1.64,0.82,3,2025,C,S2_Bollinger,hourly,LSRG,v4_realized
-1.1481,-0.49,-0.45,0.05,1,2022,D,S2_Bollinger,hourly,LSRG,v4_realized
0.718,0.61,-0.52,0.22,2,2023,D,S2_Bollinger,hourly,LSRG,v4_realized
0.412,0.92,-1.18,0.96,4,2024,D,S2_Bollinger,hourly,LSRG,v4_realized
-0.9347,-1.12,-1.64,0.82,3,2025,D,S2_Bollinger,hourly,LSRG,v4_realized
0.0,0.0,0.0,0.0,0,2022,E,S2_Bollinger,hourly,LSRG,v4_realized
0.8813,0.56,-0.07,0.04,1,2023,E,S2_Bollinger,hourly,LSRG,v4_realized
0.8116,0.6,-0.21,0.22,3,2024,E,S2_Bollinger,hourly,LSRG,v4_realized
0.0128,0.01,-0.61,0.22,3,2025,E,S2_Bollinger,hourly,LSRG,v4_realized
0.0,0.0,0.0,0.0,0,2022,F,S2_Bollinger,hourly,LSRG,v4_realized
0.8813,0.45,-0.06,0.04,1,2023,F,S2_Bollinger,hourly,LSRG,v4_realized
0.8495,1.65,-0.9,0.83,3,2024,F,S2_Bollinger,hourly,LSRG,v4_realized
-0.9347,-1.12,-1.64,0.82,3,2025,F,S2_Bollinger,hourly,LSRG,v4_realized
0.0,0.0,0.0,0.0,0,2022,G,S2_Bollinger,hourly,LSRG,v4_realized
0.8813,0.45,-0.06,0.04,1,2023,G,S2_Bollinger,hourly,LSRG,v4_realized
0.8116,0.48,-0.17,0.22,3,2024,G,S2_Bollinger,hourly,LSRG,v4_realized
0.0128,0.01,-0.61,0.22,3,2025,G,S2_Bollinger,hourly,LSRG,v4_realized
-0.9633,-16.94,-24.88,17.6,35,2020,A,S3_Donchian,hourly,LSRG,v1_sqrt9
1.1198,12.57,-7.81,18.74,30,2021,A,S3_Donchian,hourly,LSRG,v1_sqrt9
1.2713,37.72,-12.13,9.89,25,2022,A,S3_Donchian,hourly,LSRG,v1_sqrt9
-1.3346,-14.88,-15.82,11.55,33,2023,A,S3_Donchian,hourly,LSRG,v1_sqrt9
-0.6179,-9.37,-16.07,8.74,27,2024,A,S3_Donchian,hourly,LSRG,v1_sqrt9
0.563,5.32,-5.86,11.08,30,2025,A,S3_Donchian,hourly,LSRG,v1_sqrt9
1.5516,42.52,-5.8,6.75,27,2022,B,S3_Donchian,hourly,LSRG,v1_sqrt9
-1.2496,-12.33,-13.34,7.48,36,2023,B,S3_Donchian,hourly,LSRG,v1_sqrt9
0.0182,0.23,-12.71,6.26,28,2024,B,S3_Donchian,hourly,LSRG,v1_sqrt9
1.3025,12.2,-5.22,11.58,28,2025,B,S3_Donchian,hourly,LSRG,v1_sqrt9
1.285,38.11,-12.13,9.6,24,2022,C,S3_Donchian,hourly,LSRG,v1_sqrt9
0.8387,6.57,-3.76,3.76,10,2023,C,S3_Donchian,hourly,LSRG,v1_sqrt9
0.6956,8.26,-6.5,2.52,11,2024,C,S3_Donchian,hourly,LSRG,v1_sqrt9
0.1431,0.73,-4.06,1.36,9,2025,C,S3_Donchian,hourly,LSRG,v1_sqrt9
1.2941,65.28,-27.86,9.89,25,2022,D,S3_Donchian,hourly,LSRG,v1_sqrt9
-1.4183,-11.29,-12.13,11.55,33,2023,D,S3_Donchian,hourly,LSRG,v1_sqrt9
-0.6179,-5.62,-9.64,8.74,27,2024,D,S3_Donchian,hourly,LSRG,v1_sqrt9
0.563,3.19,-3.52,11.08,30,2025,D,S3_Donchian,hourly,LSRG,v1_sqrt9
1.6165,44.22,-5.8,5.98,27,2022,E,S3_Donchian,hourly,LSRG,v1_sqrt9
0.1162,0.83,-6.44,2.49,11,2023,E,S3_Donchian,hourly,LSRG,v1_sqrt9
1.1104,12.38,-4.04,2.13,11,2024,E,S3_Donchian,hourly,LSRG,v1_sqrt9
0.2473,1.2,-2.86,1.15,9,2025,E,S3_Donchian,hourly,LSRG,v1_sqrt9
1.3189,66.44,-27.86,9.6,24,2022,F,S3_Donchian,hourly,LSRG,v1_sqrt9
0.8606,4.69,-2.78,3.76,10,2023,F,S3_Donchian,hourly,LSRG,v1_sqrt9
0.6956,4.96,-3.9,2.52,11,2024,F,S3_Donchian,hourly,LSRG,v1_sqrt9
0.1431,0.44,-2.44,1.36,9,2025,F,S3_Donchian,hourly,LSRG,v1_sqrt9
1.6041,73.84,-15.3,5.98,27,2022,G,S3_Donchian,hourly,LSRG,v1_sqrt9
0.0836,0.41,-4.74,2.49,11,2023,G,S3_Donchian,hourly,LSRG,v1_sqrt9
1.1104,7.43,-2.42,2.13,11,2024,G,S3_Donchian,hourly,LSRG,v1_sqrt9
0.2473,0.72,-1.72,1.15,9,2025,G,S3_Donchian,hourly,LSRG,v1_sqrt9
1.5516,42.52,-5.8,6.75,27,2022,B,S3_Donchian,hourly,LSRG,v2_sqrtN
-1.2496,-12.33,-13.34,7.48,36,2023,B,S3_Donchian,hourly,LSRG,v2_sqrtN
0.0182,0.23,-12.71,6.26,28,2024,B,S3_Donchian,hourly,LSRG,v2_sqrtN
1.3025,12.2,-5.22,11.58,28,2025,B,S3_Donchian,hourly,LSRG,v2_sqrtN
1.285,38.11,-12.13,9.6,24,2022,C,S3_Donchian,hourly,LSRG,v2_sqrtN
0.8387,6.57,-3.76,3.76,10,2023,C,S3_Donchian,hourly,LSRG,v2_sqrtN
0.6956,8.26,-6.5,2.52,11,2024,C,S3_Donchian,hourly,LSRG,v2_sqrtN
0.1431,0.73,-4.06,1.36,9,2025,C,S3_Donchian,hourly,LSRG,v2_sqrtN
1.2941,65.28,-27.86,9.89,25,2022,D,S3_Donchian,hourly,LSRG,v2_sqrtN
-1.4183,-11.29,-12.13,11.55,33,2023,D,S3_Donchian,hourly,LSRG,v2_sqrtN
-0.6179,-5.62,-9.64,8.74,27,2024,D,S3_Donchian,hourly,LSRG,v2_sqrtN
0.563,3.19,-3.52,11.08,30,2025,D,S3_Donchian,hourly,LSRG,v2_sqrtN
1.6165,44.22,-5.8,5.98,27,2022,E,S3_Donchian,hourly,LSRG,v2_sqrtN
0.1162,0.83,-6.44,2.49,11,2023,E,S3_Donchian,hourly,LSRG,v2_sqrtN
1.1104,12.38,-4.04,2.13,11,2024,E,S3_Donchian,hourly,LSRG,v2_sqrtN
0.2473,1.2,-2.86,1.15,9,2025,E,S3_Donchian,hourly,LSRG,v2_sqrtN
1.3189,66.44,-27.86,9.6,24,2022,F,S3_Donchian,hourly,LSRG,v2_sqrtN
0.8606,4.69,-2.78,3.76,10,2023,F,S3_Donchian,hourly,LSRG,v2_sqrtN
0.6956,4.96,-3.9,2.52,11,2024,F,S3_Donchian,hourly,LSRG,v2_sqrtN
0.1431,0.44,-2.44,1.36,9,2025,F,S3_Donchian,hourly,LSRG,v2_sqrtN
1.6041,73.84,-15.3,5.98,27,2022,G,S3_Donchian,hourly,LSRG,v2_sqrtN
0.0836,0.41,-4.74,2.49,11,2023,G,S3_Donchian,hourly,LSRG,v2_sqrtN
1.1104,7.43,-2.42,2.13,11,2024,G,S3_Donchian,hourly,LSRG,v2_sqrtN
0.2473,0.72,-1.72,1.15,9,2025,G,S3_Donchian,hourly,LSRG,v2_sqrtN
1.0209,26.02,-9.84,2.36,35,2022,B,S3_Donchian,hourly,LSRG,v3_div9
-2.3805,-17.37,-18.33,2.58,46,2023,B,S3_Donchian,hourly,LSRG,v3_div9
0.1572,1.63,-7.85,2.56,37,2024,B,S3_Donchian,hourly,LSRG,v3_div9
-2.7295,-10.93,-13.79,3.3,51,2025,B,S3_Donchian,hourly,LSRG,v3_div9
1.285,38.11,-12.13,9.6,24,2022,C,S3_Donchian,hourly,LSRG,v3_div9
0.8387,6.57,-3.76,3.76,10,2023,C,S3_Donchian,hourly,LSRG,v3_div9
0.6956,8.26,-6.5,2.52,11,2024,C,S3_Donchian,hourly,LSRG,v3_div9
0.1431,0.73,-4.06,1.36,9,2025,C,S3_Donchian,hourly,LSRG,v3_div9
1.3209,26.85,-7.67,9.89,25,2022,D,S3_Donchian,hourly,LSRG,v3_div9
-1.4183,-11.29,-12.13,11.55,33,2023,D,S3_Donchian,hourly,LSRG,v3_div9
-0.6179,-5.62,-9.64,8.74,27,2024,D,S3_Donchian,hourly,LSRG,v3_div9
0.563,3.19,-3.52,11.08,30,2025,D,S3_Donchian,hourly,LSRG,v3_div9
1.0457,26.64,-9.84,2.32,34,2022,E,S3_Donchian,hourly,LSRG,v3_div9
-0.2502,-1.31,-4.53,0.96,14,2023,E,S3_Donchian,hourly,LSRG,v3_div9
0.8773,8.6,-2.95,1.09,15,2024,E,S3_Donchian,hourly,LSRG,v3_div9
-0.9809,-2.44,-3.0,0.5,10,2025,E,S3_Donchian,hourly,LSRG,v3_div9
1.3427,27.27,-7.67,9.6,24,2022,F,S3_Donchian,hourly,LSRG,v3_div9
0.8606,4.69,-2.78,3.76,10,2023,F,S3_Donchian,hourly,LSRG,v3_div9
0.6956,4.96,-3.9,2.52,11,2024,F,S3_Donchian,hourly,LSRG,v3_div9
0.1431,0.44,-2.44,1.36,9,2025,F,S3_Donchian,hourly,LSRG,v3_div9
1.0179,17.74,-6.49,2.32,34,2022,G,S3_Donchian,hourly,LSRG,v3_div9
-0.169,-0.64,-3.37,0.96,14,2023,G,S3_Donchian,hourly,LSRG,v3_div9
0.8773,5.16,-1.77,1.09,15,2024,G,S3_Donchian,hourly,LSRG,v3_div9
-0.9809,-1.47,-1.8,0.5,10,2025,G,S3_Donchian,hourly,LSRG,v3_div9
0.9829,25.04,-9.84,2.22,36,2022,B,S3_Donchian,hourly,LSRG,v4_realized
-2.9747,-20.71,-21.7,2.45,48,2023,B,S3_Donchian,hourly,LSRG,v4_realized
0.0048,0.05,-8.57,2.3,40,2024,B,S3_Donchian,hourly,LSRG,v4_realized
-3.3602,-12.44,-15.3,2.29,54,2025,B,S3_Donchian,hourly,LSRG,v4_realized
1.2218,36.15,-12.37,9.31,31,2022,C,S3_Donchian,hourly,LSRG,v4_realized
-1.5096,-16.23,-17.19,10.5,49,2023,C,S3_Donchian,hourly,LSRG,v4_realized
-0.6634,-9.97,-16.23,7.74,34,2024,C,S3_Donchian,hourly,LSRG,v4_realized
-0.1695,-1.48,-9.64,6.88,65,2025,C,S3_Donchian,hourly,LSRG,v4_realized
0.9935,40.99,-33.61,9.89,25,2022,D,S3_Donchian,hourly,LSRG,v4_realized
-0.6821,-20.32,-38.18,11.55,33,2023,D,S3_Donchian,hourly,LSRG,v4_realized
-0.6179,-14.06,-24.1,8.74,27,2024,D,S3_Donchian,hourly,LSRG,v4_realized
0.7883,21.73,-16.9,11.08,30,2025,D,S3_Donchian,hourly,LSRG,v4_realized
0.9829,25.04,-9.84,2.22,36,2022,E,S3_Donchian,hourly,LSRG,v4_realized
-2.9747,-20.71,-21.7,2.45,48,2023,E,S3_Donchian,hourly,LSRG,v4_realized
0.0048,0.05,-8.57,2.3,40,2024,E,S3_Donchian,hourly,LSRG,v4_realized
-3.3546,-12.42,-15.27,2.26,54,2025,E,S3_Donchian,hourly,LSRG,v4_realized
0.8957,36.46,-34.33,9.31,31,2022,F,S3_Donchian,hourly,LSRG,v4_realized
-0.8431,-23.97,-35.3,10.5,49,2023,F,S3_Donchian,hourly,LSRG,v4_realized
-0.6634,-14.95,-24.35,7.74,34,2024,F,S3_Donchian,hourly,LSRG,v4_realized
0.0544,1.37,-29.13,6.88,65,2025,F,S3_Donchian,hourly,LSRG,v4_realized
-0.1183,-2.02,-15.73,2.22,36,2022,G,S3_Donchian,hourly,LSRG,v4_realized
-2.079,-31.39,-34.11,2.45,48,2023,G,S3_Donchian,hourly,LSRG,v4_realized
0.0048,0.07,-12.86,2.3,40,2024,G,S3_Donchian,hourly,LSRG,v4_realized
-3.2285,-30.64,-37.68,2.26,54,2025,G,S3_Donchian,hourly,LSRG,v4_realized
-0.7095,-5.91,-8.07,1.16,11,2020,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.3789,1.27,-4.16,2.61,11,2021,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4005,13.19,-2.76,3.96,15,2022,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.9725,-6.46,-7.24,3.63,18,2023,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.1217,0.84,-5.12,3.22,15,2024,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.8871,-3.69,-7.23,4.23,22,2025,A,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4024,13.75,-2.95,3.57,15,2022,B,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.6781,-4.4,-6.68,3.59,18,2023,B,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.1531,-1.07,-5.94,3.26,15,2024,B,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.5526,3.86,-7.32,8.28,22,2025,B,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.9456,16.71,-2.47,2.03,7,2022,C,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4112,2.78,-0.65,0.44,5,2023,C,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.5396,0.89,-0.79,0.3,4,2024,C,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.3526,1.52,-0.26,0.32,4,2025,C,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.5438,10.85,-1.73,3.96,15,2022,D,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.9576,-18.96,-21.14,3.63,18,2023,D,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.1217,2.52,-15.36,3.22,15,2024,D,S4_Supertrend,hourly,LSRG,v1_sqrt9
-0.8871,-11.08,-21.7,4.23,22,2025,D,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.6542,14.49,-3.67,2.12,7,2022,E,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4112,2.78,-0.65,0.44,5,2023,E,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.5396,0.89,-0.79,0.3,4,2024,E,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.8466,0.77,-0.38,0.25,3,2025,E,S4_Supertrend,hourly,LSRG,v1_sqrt9
2.0233,13.02,-1.62,2.03,7,2022,F,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4112,8.34,-1.94,0.44,5,2023,F,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.5396,2.68,-2.37,0.3,4,2024,F,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.3526,4.55,-0.77,0.32,4,2025,F,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.7189,11.29,-2.6,2.12,7,2022,G,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4112,8.34,-1.94,0.44,5,2023,G,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.5396,2.68,-2.37,0.3,4,2024,G,S4_Supertrend,hourly,LSRG,v1_sqrt9
0.8466,2.32,-1.13,0.25,3,2025,G,S4_Supertrend,hourly,LSRG,v1_sqrt9
1.4024,13.75,-2.95,3.57,15,2022,B,S4_Supertrend,hourly,LSRG,v2_sqrtN
-0.6781,-4.4,-6.68,3.59,18,2023,B,S4_Supertrend,hourly,LSRG,v2_sqrtN
-0.1531,-1.07,-5.94,3.26,15,2024,B,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.5526,3.86,-7.32,8.28,22,2025,B,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.9456,16.71,-2.47,2.03,7,2022,C,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.4112,2.78,-0.65,0.44,5,2023,C,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.5396,0.89,-0.79,0.3,4,2024,C,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.3526,1.52,-0.26,0.32,4,2025,C,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.5438,10.85,-1.73,3.96,15,2022,D,S4_Supertrend,hourly,LSRG,v2_sqrtN
-0.9576,-18.96,-21.14,3.63,18,2023,D,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.1217,2.52,-15.36,3.22,15,2024,D,S4_Supertrend,hourly,LSRG,v2_sqrtN
-0.8871,-11.08,-21.7,4.23,22,2025,D,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.6542,14.49,-3.67,2.12,7,2022,E,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.4112,2.78,-0.65,0.44,5,2023,E,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.5396,0.89,-0.79,0.3,4,2024,E,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.8466,0.77,-0.38,0.25,3,2025,E,S4_Supertrend,hourly,LSRG,v2_sqrtN
2.0233,13.02,-1.62,2.03,7,2022,F,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.4112,8.34,-1.94,0.44,5,2023,F,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.5396,2.68,-2.37,0.3,4,2024,F,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.3526,4.55,-0.77,0.32,4,2025,F,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.7189,11.3,-2.6,2.12,7,2022,G,S4_Supertrend,hourly,LSRG,v2_sqrtN
1.4112,8.34,-1.94,0.44,5,2023,G,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.5396,2.68,-2.37,0.3,4,2024,G,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.8466,2.32,-1.13,0.25,3,2025,G,S4_Supertrend,hourly,LSRG,v2_sqrtN
0.0428,0.17,-3.97,0.72,15,2022,B,S4_Supertrend,hourly,LSRG,v3_div9
-1.4917,-6.46,-6.68,0.83,18,2023,B,S4_Supertrend,hourly,LSRG,v3_div9
0.4258,0.99,-2.17,0.74,15,2024,B,S4_Supertrend,hourly,LSRG,v3_div9
-2.376,-6.42,-8.78,0.86,22,2025,B,S4_Supertrend,hourly,LSRG,v3_div9
1.9456,16.71,-2.47,2.03,7,2022,C,S4_Supertrend,hourly,LSRG,v3_div9
1.4112,2.78,-0.65,0.44,5,2023,C,S4_Supertrend,hourly,LSRG,v3_div9
0.5396,0.89,-0.79,0.3,4,2024,C,S4_Supertrend,hourly,LSRG,v3_div9
1.3526,1.52,-0.26,0.32,4,2025,C,S4_Supertrend,hourly,LSRG,v3_div9
1.5438,10.85,-1.73,3.96,15,2022,D,S4_Supertrend,hourly,LSRG,v3_div9
-0.9725,-6.46,-7.24,3.63,18,2023,D,S4_Supertrend,hourly,LSRG,v3_div9
0.1217,0.84,-5.12,3.22,15,2024,D,S4_Supertrend,hourly,LSRG,v3_div9
-0.8871,-3.69,-7.23,4.23,22,2025,D,S4_Supertrend,hourly,LSRG,v3_div9
1.5076,3.65,-0.57,0.29,6,2022,E,S4_Supertrend,hourly,LSRG,v3_div9
0.6636,0.95,-0.65,0.22,4,2023,E,S4_Supertrend,hourly,LSRG,v3_div9
0.9766,1.53,-0.72,0.17,4,2024,E,S4_Supertrend,hourly,LSRG,v3_div9
-0.5855,-0.04,-0.07,0.04,1,2025,E,S4_Supertrend,hourly,LSRG,v3_div9
2.0233,13.02,-1.62,2.03,7,2022,F,S4_Supertrend,hourly,LSRG,v3_div9
1.4112,2.78,-0.65,0.44,5,2023,F,S4_Supertrend,hourly,LSRG,v3_div9
0.5396,0.89,-0.79,0.3,4,2024,F,S4_Supertrend,hourly,LSRG,v3_div9
1.3526,1.52,-0.26,0.32,4,2025,F,S4_Supertrend,hourly,LSRG,v3_div9
1.5479,3.15,-0.38,0.29,6,2022,G,S4_Supertrend,hourly,LSRG,v3_div9
0.6636,0.95,-0.65,0.22,4,2023,G,S4_Supertrend,hourly,LSRG,v3_div9
0.9766,1.53,-0.72,0.17,4,2024,G,S4_Supertrend,hourly,LSRG,v3_div9
-0.5855,-0.04,-0.07,0.04,1,2025,G,S4_Supertrend,hourly,LSRG,v3_div9
